chapter,page,text
12.0,35,Males can and do have erections without ejaculating any semen.
12.0,35,"When this happens, the blood leaves the penis slowly and returns to the body’s bloodstream, the erection slowly goes away, and the penis becomes soft again and hangs down as usual."
12.0,35,"It is possible, although this does not happen often, for a male to ejaculate without having an erection."
12.0,35,Boys start to be able to ejac- ulate during puberty and continue into old age.
12.0,35,Ejaculation usually occurs during sexual intercourse.
12.0,35,It can also occur ­during other kinds of sexual touching and excitement and even during sleep.
12.0,35,Boys usually start having “wet dreams” at puberty.
12.0,35,"Wet dreams occur during sleep when a boy is having a pleasurable, exciting, or sexy dream and ejaculates some semen."
12.0,35,"When the boy wakes up, his pajamas or sheets may be wet and sticky from the ejaculated semen."
12.0,35,The scientiﬁc term for a wet dream is nocturnal emission.
12.0,35,Nocturnal means occurring at night .
12.0,35,"Emission means a release, a letting go."
12.0,35,Wet dreams are usual and ­normal events for boys.
12.0,35,A boy’s ﬁrst ejaculation often happens during a dream.
12.0,35,"Once a male has begun to ­produce sperm, if just one of his sperm unites with an egg during sexual intercourse, the female can become pregnant and the united cell can grow and develop into a baby."
12.0,35,Many boys feel that starting to ejaculate is one of the biggest changes of puberty.
13.0,36,All these changes do not take place at once.
13.0,36,Most of them happen slowly over a few years’ time; a few happen quickly.
13.0,36,"And they often, although not always, take place in a somewhat speciﬁc order."
13.0,36,Body begins to look more curvy.
13.0,37,"At this age, kids’ bodies change more dramatically and rapidly than at any other time in their lives — except for the very ﬁrst year of life."
14.0,38,This means that kids have to learn some new ways to take care of their bodies.
14.0,38,Girls and boys grow more hair during puberty.
14.0,38,They grow hair under their arms.
14.0,38,The hair on their arms and legs grows thicker and longer — especially boys’ hair.
14.0,38,"Hair called pubic hair also grows — for a girl around her vulva, and for a boy around the base of his penis — directly in front of a bone called the pubic bone."
14.0,38,"The amount of hair that grows on boys’ faces, chests, arms, and legs during puberty varies greatly, from hardly any to a lot."
14.0,38,Some boys and girls start shaving during puberty.
14.0,38,"For most, shaving is a choice."
14.0,38,"Some females choose to shave the hair that grows under their arms and on their legs, and some don’t."
14.0,38,"Some males choose to shave their beards and mustaches, and some don’t."
14.0,38,"However, some religious groups require that their boys and men not use a razor or scissors to cut their hair."
14.0,38,"During puberty, a person’s sweat glands produce more sweat than before."
14.0,38,"Both boys and girls start to sweat under their arms and develop a new kind of body odor, sometimes from under their arms, some- times from their feet, and sometimes from all over their bodies."
14.0,38,That’s one of the reasons kids going through puberty take a lot of baths or showers and wash their bodies and hair a lot.
14.0,38,This new kind of sweating is often one of the ﬁrst signs that puberty is starting.
14.0,38,Washing with soap and using a deodorant can help get rid of most strong body odors.
14.0,38,Some kids sweat a lot.
14.0,38,Some kids sweat a little.
14.0,38,It is likely that you will sweat about the same amount as your father or mother did while he or she was going through puberty.
14.0,38,Some kids’ hair becomes oily during puberty.
14.0,38,Often some oiliness also begins to appear on kids’ noses and foreheads.
14.0,39,"During puberty, most boys and girls develop pimples on their faces — mostly on their noses and foreheads."
14.0,39,"Sometimes, kids develop pimples on their backs and chests."
14.0,39,"Many kids call pimples “zits.” Although careful washing with soap and water is a good way to care for the skin, some- times it is not enough."
14.0,39,Creams and medicines can help control pimples.
14.0,39,Some creams and medicines can be purchased directly at a drugstore without a doctor’s written prescription; others need to be prescribed by a doctor and then purchased from a pharmacist or online.
14.0,39,"Though it’s true that no one likes having pimples, having them is perfectly normal."
14.0,39,Kids develop pimples and/or oily hair and sweat more during puberty because their oil and sweat glands are more active than ever before.
14.0,39,"Puberty is the time when many girls, if they choose to, start to wear bras."
14.0,39,Bra is short for the word brassiere.
14.0,39,"A girl often goes with her mother, grandmother, older sister, aunt, or a friend to buy her ﬁrst bra."
14.0,39,It is not necessary to wear a bra to keep breasts healthy.
14.0,39,Girls and women who wear bras do so because they feel more comfortable wearing them.
14.0,39,Some wear a bra only when they are exercising or playing a sport.
14.0,39,"Others wear one all the time, except when sleeping."
14.0,39,Still others never wear a bra at all.
14.0,39,"No matter what size breasts a girl or woman has, she can buy a bra that ﬁts her."
14.0,39,Bras are made with different size cups in order to support various breast sizes.
14.0,39,Many boys and men wear jockstraps when playing sports.
14.0,39,"A jockstrap ﬁts over the testicles and penis, keeping them in place and protecting them from bruises or injuries."
14.0,39,"When playing some contact sports such as football or hockey or lacrosse, a male can slip a plastic cup, called an athletic cup, into the front of his jockstrap to provide even more protection for his testicles and penis."
14.0,39,Athletic cups also come in various sizes.
14.0,39,Kids’ bodies change in so many ways during puberty that taking care of them can at times be a chore.
14.0,39,"However, eating healthy foods, exercising and keeping ﬁt, keeping clean, and getting enough sleep can help a boy or girl feel healthy and good about all the growing and changing that go on."
15.0,40,Many kids ﬁnd these changes exciting and feel great about their bodies.
15.0,40,And just as many ﬁnd these changes overwhelming and feel shy or embarrassed about their changing bodies.
15.0,40,"Most kids, at one time or another during puberty, feel confused, uncomfortable, and even scared by these big and sometimes rapid changes."
15.0,40,Kids often wonder about the size of individual body parts.
15.0,40,"The truth is — whether small, medium, or large — the size of a person’s body parts has nothing to do with how well they work."
15.0,40,It is also true that different kids’ bodies develop in different ways.
15.0,40,"Some girls develop small breasts, others develop medium-­ sized breasts, and still others develop large breasts."
15.0,40,"Some boys develop small penises, others develop medium-­sized penises, and still other develop large penises."
15.0,40,Breasts and penises come in all sorts of sizes.
15.0,40,"A girl who develops small breasts may resemble her mother, grandmother, or another female relative."
15.0,40,"And a boy who develops little body hair may resemble his father, grandfather, or another male relative."
15.0,40,The size of any part of a person’s body is mostly inherited from a person’s family.
15.0,40,The age when a boy or girl begins puberty is often the same as it was for a close family member of the same sex.
15.0,41,You might ﬁnd some clues about how you may develop.
15.0,41,"Kids often wonder whether it matters if their bodies go through puberty slow or fast, early or late, or ﬁrst or last."
15.0,41,"When your body changes, or how fast or slowly your body changes, has nothing to do with how your body will look and perform."
15.0,41,"Even so, among one’s friends or in one’s class, it can be hard to be the ﬁrst or last girl who menstruates, or the ﬁrst or last boy whose voice changes; or the ﬁrst or last girl to wear a bra, or the ﬁrst or last boy to shave; or the shortest kid one year and the tallest the next year."
15.0,41,"Unfortunately, kids tease other kids about the ways their bodies look and grow during puberty."
15.0,41,"A kid’s arms, hands, legs, and feet may grow longer and bigger before the rest of his or her body catches up."
15.0,41,Or a boy’s voice may crack right in the middle of a sentence.
15.0,41,Or a girl may develop a large pimple on her forehead just before going to a party.
15.0,41,Often these are the kinds of things kids are teased about as they go through puberty.
15.0,41,Many kids worry about their friendships during puberty — probably because puberty is a time when some kids start to have boyfriends or girlfriends.
15.0,41,"One of your friends, even your best friend, may begin to be interested in and sexually attracted to other kids, whereas you are not the least bit inter- ested."
15.0,41,One of your friends may start to have a boyfriend or girlfriend.
15.0,41,Or you may have a boyfriend or girlfriend when your best friend doesn’t.
15.0,42,Sometimes kids feel upset or jealous when a friend has a boyfriend or a girlfriend and starts spending time with that person.
15.0,42,"Although many old friendships stay strong during puberty, some friendships change."
15.0,42,Boyfriends and girl- friends are another thing kids are teased about during puberty.
15.0,42,"With all the different things that happen to their bodies during puberty, it’s no wonder both boys and girls have so many different feelings."
15.0,42,Kids can often feel moody or crabby or even teary and cry more than usual.
15.0,42,And their moods can change quickly.
15.0,42,A boy or girl may be laughing at one moment and feel like crying the next.
15.0,42,"These different feelings often swing back and forth and up and down, like a yo-yo."
15.0,42,The increased activity of the sex hormones is one of many factors that causes kids to have mood swings as well as new and strong feelings during puberty.
15.0,42,"As kids’ bodies change into grown-up bodies, kids are not always sure that they are ready to be grown-up."
15.0,42,Sometimes they want to be treated as kids.
15.0,42,Other times they want to be treated as adults.
15.0,42,Changing from a kid to an adult has its difﬁcult moments.
15.0,42,"But sooner or later, kids get used to, become comfortable with, and feel good about their more grown-up bodies."
16.0,43,"These feelings are often called sexual feelings or “feeling sexy.” Even though they are hard to describe, they are normal feel- ings."
16.0,43,They happen at different times and in different ways for different kids.
16.0,43,"Boys and girls, teenagers, and grown-ups too, experience sexy feelings when they masturbate."
16.0,43,Masturbation is touching or rubbing any of your body’s sex organs for pleasure — because it feels good.
16.0,43,One everyday term for masturbating is “playing with yourself.” Some people think that mas- turbation is wrong or harmful.
16.0,43,And some religions call mastur- bation a sin.
16.0,43,But masturbating cannot hurt you.
16.0,43,And it does not result in pregnancy or in getting or passing on infections that are spread through sexual contact.
16.0,43,Many people masturbate.
16.0,43,Whether you masturbate or not is your choice.
16.0,43,Masturbating is perfectly normal.
16.0,43,"When people masturbate, they usually rub their sex organs with their hands or with something soft, like a pillow."
16.0,44,A girl often rubs her clitoris; a boy often rubs his penis.
16.0,44,Both the clitoris and the penis are sensitive to touch.
16.0,44,"A person may have a warm, good, tingly, exciting feeling all through her or his body while masturbating."
16.0,44,This feeling can become more and more intense until it reaches a peak or climax.
16.0,44,"At that moment, a male may ejaculate; a female may feel strong, exciting sensations just in the area around her vulva or throughout her body."
16.0,44,A female may also feel some wetness in her vagina.
16.0,44,"For both females and males, this is called having an orgasm."
16.0,44,"Some people call it “coming.” After having an orgasm, a person usually feels quite content and relaxed."
16.0,44,"Usually, but not always, people have orgasms when they masturbate or when they have sexual intercourse."
16.0,44,Both boys and girls may also have orgasms during a dream.
16.0,44,People may have orgasms at some times and not at other times.
16.0,44,Not everyone has orgasms.
16.0,44,"Often when people mastur- bate, they daydream about someone or something happy or pleasurable or sexy."
16.0,44,"Some people become sexually excited without masturbating, just by looking at sexy pictures or by dreaming about or having fantasies about something pleasurable."
16.0,44,"People of all ages mastur- bate — babies, kids, teenagers, grown-ups, and the elderly."
16.0,44,"Girls and boys often start to masturbate at puberty, but many start before."
17.0,45,"There are kids whose mother and father live together, or whose mother and father live apart, or who have only one parent, or whose parent or parents have adopted them, or who live with a parent and a stepparent, or who live with an aunt, an uncle, a grandmother, a grandfather, or other relative, or who have gay or lesbian parents, or who have foster parents."
17.0,46,Grandparents and cousins and uncles and aunts are also part of a person’s family.
17.0,46,And some people feel that their good friends are part of their families too.
17.0,46,Most kids are loved and taken care of by family members and family friends.
17.0,46,Bringing a baby into this world is an important and exciting event.
17.0,46,Becoming a parent is one of the biggest changes that can happen to a person.
17.0,46,It brings with it all sorts of new and different responsibilities.
17.0,46,These responsibilities include taking good care of oneself as well as of one’s baby and family.
17.0,46,That’s why the decision about when to start a family is so important.
17.0,46,"Although it is physically possible for a girl and a boy to make a baby once the girl has started to menstruate (and in rare instances, even before) and once the boy has begun to produce sperm, it makes good sense for people to wait until they are ready and old enough to take on such big responsibilities."
17.0,46,Having a baby when a person is too young can be difﬁcult.
17.0,46,There are lots of reasons for this.
17.0,46,Babies of kids and young teenagers are often born weighing too little even after a full nine months in the uterus.
17.0,46,Babies who weigh too little are more likely to have health problems at birth and as they grow up.
17.0,47,"Parents often ﬁnd it hard to care for a baby, especially if they are still kids or young teenagers."
17.0,47,Kids or young teenagers who have a baby often lose the freedom to do what they want to do.
17.0,47,It’s hard to go out with friends or to get schoolwork done when a baby is around.
17.0,47,"Babies need a lot of attention, day in, day out, every day, every night."
17.0,47,Teenagers who have babies often drop out of school because they need to work.
17.0,47,"It costs a lot of money to buy food, clothes, toys, and medicine for a baby."
17.0,47,It’s often hard for teenagers to get a job to pay for these things.
17.0,47,And it costs a lot of money to pay someone else to take care of a baby while they go to school or to work.
17.0,47,"Babies are very special and mothers and fathers love their babies a lot, whether a parent is young or old or in between."
17.0,47,But it’s usually easier and healthier for kids and teenagers to wait until they are older to have a baby.
17.0,47,It gives the baby and the parents a better chance to have a healthy start together.
18.0,48,"When two sex cells — an egg and a sperm — unite into a single cell, they carry all the information required to make a new baby — a new human being."
18.0,48,This information is stored in more than one hundred thousand genes in the center of the cell.
18.0,48,Some scientists describe genes as little packages of instructions.
18.0,48,"Your genes helped to decide all sorts of things about you — whether you are female or male, the color of your eyes, the shape of your ears, the type and color of your hair, and the color of your skin."
18.0,48,"Your genes were passed on to you from both your parents, and through them from their parents, and through them from earlier generations on both sides of your family."
18.0,48,And many of your genes will be passed on to your children and grand­children.
18.0,48,"If you were adopted, your genes were passed on to you by the woman and man — called your “birth mother” and your “birth father” or your “birth parents”— whose egg and sperm joined together to make you."
18.0,48,Genes are made of DNA — a short name for a chemical called deoxyribonucleic acid.
18.0,48,"Genes are carried on long, threadlike strings of DNA called chromosomes."
18.0,48,A gene is a tiny part of a chromosome.
18.0,48,A chromosome is the part of each cell that carries a person’s genes.
18.0,48,"You might picture a chromosome as a string of beads, with each bead as a gene."
18.0,48,Cells in the human body usually have forty-six chromo- somes.
18.0,48,But each egg cell and each sperm cell carries only twenty-three chromosomes.
18.0,48,"If an egg and a sperm unite, the combined single cell has a grand total of forty-six chromosomes."
18.0,48,"That means half your chromo­somes, as well as half your DNA, comes from your mother and the other half comes from your father."
18.0,48,You received a combination of genes from both of them.
18.0,48,"While you are not an exact copy of either one of your parents, you probably do resemble each of them in some ways, but not in all ways."
18.0,49,"If two eggs leave the ovaries at the same time, and if each egg is fertilized by a separate sperm, ­fraternal, or non­identical, twins begin."
18.0,49,"Since fraternal twins do not have the same genes, they do not look exactly like each other and can be the same sex or the opposite sex."
18.0,49,Identical twins begin if a single egg splits into two after it has been fertilized.
18.0,49,"Since identical twins have the same genes, they are always the same sex and look almost exactly like each other."
18.0,49,"When two or more babies are born at the same birth — twins, triplets, and so on — it is called a multiple birth."
18.0,49,"Unless you are an identical twin, you are not an exact genetic copy of your brother or sister, because a different sperm and egg unite to form every new baby."
18.0,49,Each sperm and each egg carries a different combination of genes.
18.0,49,That’s why you can look somewhat different or very different from your sister or brother.
18.0,49,Scientists have discovered that a person’s gender — female or male — is determined the moment the egg and sperm unite.
18.0,49,Among the twenty-three chromosomes in each egg cell and each sperm cell is one sex chromosome.
18.0,49,There are two kinds of sex chromosomes — either an X or a Y.
18.0,49,All eggs carry an X chromosome and all sperm carry either an X or a Y chromosome.
18.0,49,"If an egg is fertilized by a sperm with a Y chromosome, the united single cell will develop into a baby boy — XY."
18.0,49,"And if an egg is fertilized by a sperm with an X chromosome, the united ­single cell will develop into a baby girl — XX."
18.0,49,Whether you are male or female was determined by which chromosome — an X or a Y — was in the sperm from your father that fertilized your mother’s egg.
18.0,49,The genes inside your body carry lots of information about you and determine many things — but not everything — about you.
18.0,49,"Where you are brought up and how you are brought up, including the kind of food you eat and the kind of exercise you get, as well as the people who are around you and the events that occur as you grow up, also help to shape many things about you."
18.0,49,That’s why no two people in the world — even identical twins — are exactly alike.
18.0,49,Each of us is unique.
19.0,50,"The very beginnings of a new human being — a baby — can form, immediately after sexual intercourse, if a sperm cell joins with an egg cell."
19.0,50,"Touching, caressing, kissing, and hugging — often called “making out” or “petting” — are other kinds of sharing that can make two people feel very close and loving and excited about one another."
19.0,50,People can and do become sexually excited without having sexual intercourse.
19.0,50,"Choosing to wait to have sexual intercourse until one is older or feels more responsible is called “post­ ponement.” Choosing not to have sexual intercourse is called “abstinence.” When two people feel they are too young to have sexual intercourse, do not know each other well enough, or do not want to have sexual intercourse for any other reason, they may decide just to hold hands, cuddle, dance, kiss, or make out."
19.0,51,Sharing between two people who care about each other always means having respect for each other’s feelings and wishes.
19.0,51,This includes respecting each other’s right to say “No!” to any kind of sexual activity — at any time and for any reason.
19.0,51,"Sexual intercourse usually begins with two people touching, caressing, kissing, and hugging each other."
19.0,51,"After a bit, the female’s vagina becomes moist and slippery, her clitoris becomes hard, and the male’s penis becomes erect, stiff, and larger."
19.0,51,Sometimes a bit of clear ﬂuid that may contain a few sperm comes out of the tip of the penis and makes it wet.
19.0,51,And the two people begin to feel excited about each other.
19.0,51,"When the two people are a male and a female, it is now possible for the male’s erect penis to go inside the female’s vagina, which stretches in a way that ﬁts around the penis."
19.0,51,The moisture from the vagina makes it easier for the penis to go in.
19.0,51,"This kind of sexual intercourse is called “vaginal intercourse.” It is also called “vaginal sex.” As the male and female move back and forth in rhythm, the movement of the penis inside the vagina soon feels very good."
19.0,51,The female and male may hug and kiss and touch each other even more as all of this is going on and feel more and more excited.
19.0,51,"When these feelings come to a climax, semen is ejaculated from the penis and spurts into the vagina, and the muscles in the vagina and uterus tighten and ﬁnally relax."
19.0,51,A small amount of ﬂuid may come out of the vagina.
19.0,51,This is called “having an orgasm.” A female and male may have orgasms at different times.
19.0,51,And sometimes one person has an orgasm and the other doesn’t.
19.0,51,"After an orgasm, most people feel relaxed, content, and sometimes even sleepy."
19.0,51,Every time a couple has vaginal intercourse it can result in a baby — unless the female is already pregnant.
19.0,51,People have a lot of mistaken ideas about how a girl or woman who has had vaginal intercourse can and cannot become pregnant.
19.0,51,It’s important to know that a girl or woman can become pregnant even if she is standing up during vaginal intercourse; even if it is the very ﬁrst time she has had vaginal intercourse; even if she has had vaginal intercourse only once; even if she thinks or feels she is
19.0,52,A girl or woman can also become pregnant even if the boy or man pulls out before he ejaculates.
19.0,52,If sperm are ejacu- lated close to the opening of the vagina — or even if just a few sperm spurt out before ejaculation — it is possible for them to swim up the vagina and join with an egg.
19.0,52,"This can also happen even when a female and a male do not have vaginal intercourse, if sperm are ejaculated close to the opening of the vagina."
19.0,52,Waiting to have sex until one is old enough to take good care of a baby makes good sense.
19.0,52,The surest way not to become pregnant is to abstain from — not have — vaginal sex.
19.0,52,"However, if a female and a male decide to have sexual intercourse, there are ways — called birth control — that can help protect them from becoming pregnant and having a baby."
19.0,52,"And a couple can help protect each other from getting infec- tions such as HIV, HPV, and gonorrhea that are spread by sexual contact if they use a new condom ­correctly and every time they have sex."
19.0,52,This is one way of ­practicing “safer sex.” There are other ways people
19.0,53,"When a person puts his or her mouth on a female’s vulva or on a male’s penis, this is called “oral sex” or “oral intercourse.” When a male’s penis goes inside another person’s anus, this is called “anal sex” or “anal intercourse.” Some think that when people have oral sex or anal sex, they are not having sex — and that they are abstaining from sex."
19.0,53,But having oral or anal sex are not ways of abstaining from sex.
19.0,53,They are ways of having sex.
19.0,53,A female cannot become pregnant after having oral or anal sex.
19.0,53,"But anyone — female or male — can get infections such as HIV, HPV, and gonorrhea, all of which are spread by sexual contact, by having vaginal or oral or anal sex."
19.0,53,Using a new condom or barrier correctly and every time a person has vaginal or oral or anal sex is a way of practicing safer sex.
20.0,54,"Pregnancy is the period of time before birth during which a fertilized egg plants itself inside the lining of the uterus, grows inside the uterus, and eventually develops into a baby."
20.0,54,The union of a sperm and an egg is called conception or fertilization.
20.0,54,"Scientists have discovered exactly how a pregnancy begins by observing how sperm travel, meet, and unite with an egg."
20.0,54,"Living sperm are great travelers, and it is wonderful to watch them move under a microscope."
20.0,54,You can actually see their tails move rapidly back and forth.
20.0,54,They look like tadpoles swimming and travel like a school of ﬁsh — in large groups of about ﬁve hundred million.
20.0,54,"When sperm are ejaculated in the female’s vagina during sexual intercourse, they swim up the vagina, through the cervix, into the uterus, and into the Fallopian tubes."
20.0,54,"If an egg has been released and swept into one of the Fallo­pian tubes, a sperm can unite with it and fertilize it — and the female can become pregnant."
20.0,54,Only about two hundred sperm out of the ﬁve hundred million in an ejaculation get close to the egg.
20.0,54,"Scientists have shown that a chemical in the ﬂuid around the egg actually attracts certain sperm, telling them that the egg is ready, and lets only one sperm out of those two hundred or so break into the egg cell."
20.0,54,"After that sperm enters the egg, none of the others can get in, and fertilization takes place."
20.0,54,"Once an egg cell unites with a sperm cell, it becomes a single cell — the ﬁrst cell of a baby."
20.0,54,A fertilized egg cell is called a zygote from conception and for the next several days as it travels to the uterus; an embryo during the next two months as it develops in the uterus; and a fetus throughout the rest of the pregnancy — until a baby is born.
20.0,54,"Some people call the fetus a “developing baby.” The fertilized egg cell takes about ﬁve days to travel through the Fallopian tube and into the uterus, dividing again and again."
20.0,54,"Inside the uterus, it plants itself in the uterus’s lining, where it will grow and develop into a baby."
20.0,54,"The uterus is also called “the womb.” While in the uterus, a fertil- ized egg cell continues to divide billions and billions of times to make billions and billions of new cells."
20.0,54,"Eventually, over nine months, these cells become a whole new person — a baby."
20.0,55,Each egg waits in the Fallopian tube to be fertilized by a sperm.
20.0,55,"Sperm leave the penis, swim up the vagina, through the uterus, and into a Fallopian tube, where an egg may be waiting to unite with a sperm."
20.0,55,"If one sperm enters the egg, they become one cell and pregnancy can begin."
20.0,55,Each egg waits in the Fallopian tube to be fertilized by a sperm.
20.0,55,"Sperm leave the penis, swim up the vagina, through the uterus, and into a Fallopian tube, where an egg may be waiting to unite with a sperm."
20.0,55,"If one sperm enters the egg, they become one cell and pregnancy can begin."
20.0,56,"In the uterus, a sac ﬁlled with a watery ﬂuid forms around the developing baby and protects it against pokes, bumps, and jolts."
20.0,56,"The sac is called the amniotic sac or the “bag of waters,” and the ﬂuid is called amniotic ﬂuid."
20.0,56,This ﬂuid is warm and keeps the developing baby warm as it ﬂoats.
20.0,56,A lot of kids and even some grown-ups think that the developing baby grows in the mother’s stomach.
20.0,56,It does not grow in the stomach.
20.0,56,It grows in the uterus.
20.0,56,"As the developing baby grows bigger, the uterus also grows bigger."
20.0,56,"As the embryo fastens itself to the inside of the uterus, a special organ called the placenta forms inside the uterus."
20.0,56,"During pregnancy, the placenta supplies the embryo and — later on — the fetus with oxygen from the air the mother breathes and nutrients from the food she eats."
20.0,56,"Nutrients are made up of vitamins, proteins, fats, sugars, carbohydrates, and water — all the things a fetus needs in order to grow into a healthy baby."
20.0,57,"The umbilical cord — a soft, bendable tube — connects the placenta to the fetus at the umbilicus."
20.0,57,"The word umbilicus means navel, and navel is another word for “belly button.” Oxygen and nutrients travel from the placenta to the fetus in the blood that ﬂows through the umbilical cord."
20.0,57,"The oxygen and nutrients, as well as other substances from the mother, pass from her blood into the fetus’s blood."
20.0,57,The fetus’s waste — liquids and solids that are left over from the nutrients not used by the fetus — travel back through the umbilical cord to the pla- centa and pass into the mother’s blood.
20.0,57,The fetus’s waste leaves the mother’s body along with the mother’s waste.
20.0,57,"Medicines, drugs, and alcohol can also pass into the fetus’s blood from the mother’s blood."
20.0,57,"That’s why a pregnant female should be very careful about what she eats, drinks, and puts into her body."
20.0,57,"If she needs to take a prescription drug, she should check with her doctor or nurse to make sure the drug will not hurt the fetus."
20.0,57,"If a female has abused drugs, consumed alcohol, smoked cigarettes, not eaten healthy foods, or had certain kinds of infections while pregnant, her baby could be born with or develop serious health problems."
20.0,57,It could have difﬁculty eating and breathing and growing properly.
20.0,57,"And if a pregnant mother has been addicted to drugs, her baby may be born addicted to drugs."
20.0,57,"However, if a pregnant mother takes good care of ­herself — has regular checkups with a nurse or doctor, eats healthy food, and gets enough exercise and sleep — her baby will have the best chance to be born healthy."
21.0,58,"A pregnant woman knows that her baby is ready to be born when she can feel the muscles of her uterus tighten and squeeze and then relax, over and over, many times in a row."
21.0,58,The woman’s muscles are actually beginning to push the baby out of her uterus.
21.0,58,All this tightening and squeezing and pushing is called labor.
21.0,58,Labor is another word for work.
21.0,58,"When labor starts, the pregnant woman usually goes to a hospital unless she has arranged to have the birth at home with a doctor or a midwife and a nurse."
21.0,58,A midwife — a person who has been specially trained to help a woman deliver a baby — is not a doctor but may be a nurse.
21.0,58,"Fathers, and some- times other family members and friends, can also help the mother during labor and birth."
21.0,58,Labor can be as short as an hour or longer than a whole day.
21.0,58,"After labor has started, and occasionally before, the amniotic sac — the bag of waters — breaks, and ﬂuid begins to leak out."
21.0,58,This can be another sign that the baby is ready to be born.
21.0,58,"During the birth, the baby travels out of the uterus, through the cervix, which has opened and widened during labor, and into the vagina."
21.0,58,The vagina stretches as the baby travels through it and out of the mother’s body.
21.0,58,"The vagina is often called the birth canal, because canal is another word for passageway."
21.0,58,"In most births, the baby’s head pushes out of the vagina ﬁrst."
21.0,58,Any ﬂuid in its mouth or nose is carefully taken out so the baby can breathe on its own.
21.0,58,Then the rest of its body comes out.
21.0,58,"Usually the doctor, midwife, or father gently holds the newborn baby as it comes out."
21.0,58,This is called a vaginal birth.
21.0,58,"Some babies need to be gently pulled out by tongs, called forceps."
21.0,58,This is called a forceps birth.
21.0,58,And some babies come out of the uterus and vagina feet ﬁrst.
21.0,58,This is called a breech birth.
21.0,58,Other babies are too big to travel safely through the vagina.
21.0,58,Or they are in positions that make it difﬁcult for them to travel out of the uterus and through the vagina on their own.
21.0,58,"If the baby is too big or in an awkward position, the doctor makes a side-to-side cut through the mother’s skin — after it has been made numb with a special medicine — into the mother’s uterus and lifts the baby out and cuts the umbilical cord."
21.0,58,"Then the doctor takes the placenta out and sews up the mother’s cut, which heals in a few weeks’ time."
21.0,60,"This is called a cesarean birth, or “c-section,” and is another healthy way for a baby to be born."
21.0,60,"It is believed that the term cesarean dates back to the time of Julius Caesar, the great Roman leader, general, and politician, who may have been born this way around 100 ."
21.0,60,"A forceps birth, a breech birth, and a cesarean birth are perfectly normal ways for a baby to be born."
21.0,60,"No matter which way a baby is born, right after birth it takes its ﬁrst breath and lets out its ﬁrst cry."
21.0,60,This allows its lungs to open up and begin to work on their own.
21.0,60,The moment of birth is so exciting!
21.0,60,"Even though the baby is still attached to the placenta by the umbilical cord, it does not need the placenta anymore."
21.0,60,The doctor or midwife places a clamp on the baby’s umbilical cord and then cuts the cord about an inch from the baby’s navel.
21.0,60,"Since there are no nerve endings in the umbilical cord, neither the baby nor the mother can feel the cut."
21.0,60,"A few days later, the clamped piece of umbilical cord dries out and falls off painlessly."
21.0,60,"The place where it was attached becomes a person’s navel, or belly button."
21.0,60,"After the cord has been cut, the muscles of the uterus give a few more squeezes and pushes, and the placenta and amniotic sac slide out."
21.0,60,"Because they leave the mother’s body after the baby has been born, they are called the afterbirth."
21.0,60,"As soon as possible, the newborn baby is gently dried off, wrapped in a blanket, and given to the mother or father to cuddle and hold."
21.0,60,"When parents are ﬁrst given their newborn baby to hold and can feel the baby’s skin against their skin and can feel the baby breathe, they have — more often than not — new and special feelings of love and awe."
21.0,60,"These fond and loving feelings between parents and their child often begin at birth, but they can also begin in the weeks after birth."
21.0,60,A newborn baby is usually weighed and measured and given some eye drops to prevent infection a few minutes after it is born.
21.0,60,The birth of a baby is a fascinating event.
21.0,60,"At birth, a baby can see, hear, cry, suck, grab, feel, and smell."
21.0,60,And it can eat by sucking from its mother’s breast or from a bottle.
21.0,60,A newborn baby can do an amazing number of things.
21.0,60,"If a boy baby is to be circum­cised, that is, if the foreskin of his penis is to be removed, either by a doctor"
21.0,61,It takes only a few minutes to perform a circumcision.
21.0,61,Some circumcisions are performed for religious reasons.
21.0,61,Baby boys who are born into the Jewish or Muslim faith are usually circumcised as part of a religious ceremony.
21.0,61,Other circumcisions are performed for health reasons — to make it somewhat easier to keep the tip of the penis clean by washing it with soap and water so as to prevent infections.
21.0,61,A baby boy’s or a young boy’s uncircumcised penis can also be kept clean by simply washing the penis with soap and water.
21.0,61,"When boys who have an uncircumcised penis grow older, the foreskin separates from the tip of the penis."
21.0,61,"Once that happens, an older boy’s uncir- cumcised penis can be kept clean by gently pulling back the foreskin and washing the tip with soap and water while taking a bath or shower."
21.0,61,"Some parents like the idea of having their son look like his father, and sometimes that’s how they make the decision about whether their baby boy is going to be circumcised."
21.0,61,Babies are born in many different ways.
21.0,61,"Some babies are born early, before they have spent a full nine months in the uterus."
21.0,61,This is called a pre­mature birth.
21.0,61,A baby who is born early is called a pre­mature baby or a “preemie.” A baby who is born only two or three weeks early has grown big enough to have a healthy start in life and can usually go home with its parents after one or two days in the hospital.
21.0,61,"But if a baby is born a month or more early, living outside the uterus can be hard."
21.0,61,"The baby’s lungs may not be fully developed, making it difﬁcult for the baby to breathe."
21.0,61,"The baby may not be able to suck or swallow easily, making it difﬁcult for the baby to eat."
21.0,61,And the baby may have trouble staying warm.
21.0,61,A baby who is born a month or more early usually has to stay in the hospital until he or she is healthy enough to go home.
21.0,61,"In the hospital, the baby stays in a specially equipped crib called an incubator, which keeps the baby warm and provides oxygen — just as the mother’s uterus did for the fetus — while it continues to grow."
